time,uav1_true_pos_x,uav2_true_pos_x,uav3_true_pos_x,uav4_true_pos_x,uav5_true_pos_x,uav6_true_pos_x,uav1_true_pos_y,uav2_true_pos_y,uav3_true_pos_y,uav4_true_pos_y,uav5_true_pos_y,uav6_true_pos_y
0.0,0.0,2.0,20.0,-20.0,-14.0,-10.0,0.0,-30.0,-15.0,8.0,8.0,-30.0
0.04,0.039996444497119026,1.9968008532650692,20.039678979383286,-20.004798720102396,-13.993333333333334,-10.001777725103349,-0.000888862551674439,-29.92006399146712,-14.9597132781162,8.119904012799317,8.0,-29.93333925917147
0.08,0.07998222311767518,1.9904076777475355,20.079035933619462,-20.014388483378696,-13.986666666666668,-10.00533285927471,-0.0026664296373551536,-29.84031985496291,-14.919206340686271,8.239520217555631,8.0,-29.866696294803877
0.12,0.11995022738411429,1.980830701164422,20.1180714093766,-20.028753948253367,-13.980000000000002,-10.010664770499593,-0.005332385249797431,-29.760895164094602,-14.878545524015975,8.358657253858095,8.0,-29.800082954359812
0.16,0.15989335197872057,1.9680852446352823,20.156787495853496,-20.047872133047075,-13.973333333333336,-10.017772510896714,-0.008886255448358242,-29.681916981424553,-14.837796867812616,8.47712452786317,8.0,-29.73351108003547
0.2,0.19980449600676548,1.9521916981716774,20.195187811723677,-20.07171245274248,-13.96666666666667,-10.0266548168865,-0.013327408443251108,-29.603511655197256,-14.797025989280597,8.594732517204118,8.0,-29.666992506655394
0.24,0.23967656425887024,1.9331754880575065,20.23327748772421,-20.10023676791374,-13.960000000000004,-10.037310109415724,-0.01865505470786262,-29.525804617209094,-14.75629795814235,8.711293074186361,8.0,-29.600539059568554
0.28,0.2795024684723579,1.9110670361723774,20.27106314493317,-20.133399445741432,-13.953333333333338,-10.04973649423822,-0.024868247119110648,-29.44892018214423,-14.715677172845933,8.826619726783655,8.0,-29.534162552546075
0.32,0.31927512859136997,1.885901711323088,20.308552868790507,-20.171147433015367,-13.946666666666673,-10.063931762251636,-0.03196588112581928,-29.372981348697635,-14.67522723821795,8.940527976953547,8.0,-29.467874785681055
0.36,0.3589874740255246,1.8577197726610808,20.345756178927566,-20.213420341008376,-13.940000000000007,-10.07989338989016,-0.039946694945080574,-29.2981096028034,-14.635010844817268,9.0528355957949,8.0,-29.401687543290798
0.4,0.39863244490689176,1.8265663052763887,20.382683994881162,-20.260150542085416,-13.93333333333334,-10.097618539573135,-0.04880926978656818,-29.22442472328317,-14.595089650241267,9.163362915075245,8.0,-29.335612591821853
0.44,0.43820299334506224,1.7924911480711088,20.4193485977783,-20.311263277893335,-13.926666666666675,-10.117104060209526,-0.058552030104763016,-29.152044590225575,-14.555524162632063,9.27193311466164,8.0,-29.269661677758236
0.48,0.47769208468008734,1.7555488140277902,20.455763588087798,-20.366676778958315,-13.920000000000009,-10.138346487758092,-0.06917324387904608,-29.08108499640323,-14.516373626625297,9.378372505395156,8.0,-29.203846525533194
0.52,0.5170926987330666,1.7157984030002913,20.491943839544966,-20.42630239549956,-13.913333333333343,-10.161342045843217,-0.08067102292160869,-29.01165946202902,-14.477695911978715,9.482510806956473,8.0,-29.138178835444897
0.56,0.5563978310541612,1.6733035071666207,20.527905449365054,-20.490044739250067,-13.906666666666677,-10.18608664642625,-0.0930433232131253,-28.943879053147946,-14.439547405111878,9.584181420278084,8.0,-29.072670281576407
0.6,0.5956004941678108,1.6281321092950178,20.56366568487061,-20.55780183605747,-13.900000000000011,-10.212575890532259,-0.10628794526612939,-28.87785220395517,-14.401982903781917,9.683221694067244,8.0,-29.007332509720325
0.64,0.6346937188149334,1.5803564739860265,20.59924292666687,-20.62946528902096,-13.893333333333345,-10.240805069032055,-0.1204025345160276,-28.813684543324428,-14.365055515113399,9.779473185013359,8.0,-28.942177135308455
0.68,0.673670555191886,1.5300530320645491,20.634656608508113,-20.704920451903178,-13.88666666666668,-10.270769163479365,-0.13538458173968285,-28.751478725824352,-14.328816557192944,9.87278191126347,8.0,-28.877215741346866
0.72,0.7125240741859672,1.4773022583068314,20.66992715400617,-20.784046612539754,-13.880000000000013,-10.302462847002984,-0.15123142350149182,-28.69133426749308,-14.293315464431453,9.962998598760377,8.0,-28.81245987635673
0.76,0.751247368607241,1.4221885426979872,20.705075910340515,-20.86671718595302,-13.873333333333347,-10.335880485253755,-0.1679402426268776,-28.633347386633808,-14.258599696888508,10.049978920049286,8.0,-28.747921052321274
0.8,0.7898335544164635,1.3648000554260253,20.740125079136767,-20.952799916860965,-13.866666666666681,-10.371016137406226,-0.18550806870311326,-28.577610849886035,-14.224714653744803,10.133583725170945,8.0,-28.683610742639235
0.84,0.8282757719488943,1.3052286058283566,20.775097644687904,-21.04215709125747,-13.860000000000015,-10.407863557214775,-0.2039317786073875,-28.52421382381873,-14.191703591099389,10.213679264271903,8.0,-28.619540380085184
0.88,0.8665671871337741,1.2435694955164391,20.810017299699155,-21.134645756725345,-13.85333333333335,-10.446416194124035,-0.2232080970620182,-28.473241732282844,-14.159607544258991,10.290137401575732,8.0,-28.555721354777052
0.92,0.9047009927092524,1.17992136591353,20.84490836874405,-21.23011795112971,-13.846666666666684,-10.48666719443343,-0.24333359721671532,-28.424776119751368,-14.128465254676861,10.362835820372949,8.0,-28.492165012151254
0.96,0.9426704094325501,1.11438604044945,20.879795729625002,-21.32842093932583,-13.840000000000018,-10.52860940251558,-0.2643047012577898,-28.378894520865572,-14.098313101688367,10.431658218701644,8.0,-28.42888265094576
1.0,0.9804686872851396,1.0470683616648184,20.914704732837297,-21.429397457502777,-13.833333333333352,-10.5722353620884,-0.2861176810442,-28.33567033639612,-14.069185039180088,10.496494495405821,8.0,-28.365885521191444
1.04,1.018089106672731,0.9780760234853514,20.949661119340394,-21.532885964771978,-13.826666666666686,-10.617537317540643,-0.3087686587703221,-28.295172715817497,-14.041112537318325,10.557240926273755,8.0,-28.303184822212124
