time,uav2_fused_error,uav3_fused_error,uav4_fused_error,uav5_fused_error,uav6_fused_error
0.0,10.644997991942443,4.530090083750857,14.798306497274575,16.376020215530673,14.749119951433942
0.025,2.870382737553546,0.5876339699148508,10.996600198928766,16.647492003459224,15.864128666381822
0.05,3.246450208870224,3.7704734281045833,10.591726449870919,14.278773460805521,13.288850939395434
0.07500000000000001,6.645253482706506,6.5539876568857265,11.404123468834763,12.065237009056005,9.694528971843019
0.1,8.980709641804493,8.894111268976605,12.300198067621595,10.54442262394795,6.355428321644039
0.125,10.539657340947983,10.760923377770403,12.974371269603383,9.728658984540402,3.6735912185030255
0.15000000000000002,11.577516774821843,12.186693001032818,13.41168143437889,9.399428397163838,1.687987448409069
0.17500000000000002,12.268082321166336,13.232584557094377,13.65738797966272,9.328047818712921,0.35753162286451634
0.2,12.721460118200095,13.96331661441089,13.758909212577828,9.346051575401674,0.7319072174048543
0.225,13.01557803108575,14.449471047753455,13.766741117332021,9.374146524453954,1.3365718667242688
0.25,13.200990930159492,14.765313913382531,13.705926308938105,9.37704782389162,1.722915681668169
0.275,13.315307061501358,14.947545101023676,13.601260869662266,9.350270809065623,1.9489418057335375
0.30000000000000004,13.388114385718755,15.034522922902665,13.463973675624644,9.284950329179352,2.0705278060725907
0.325,13.421085078068284,15.038081181593247,13.291663364256511,9.19518781908112,2.1218132079430143
0.35000000000000003,13.436966779900493,14.993113891868838,13.122316254638319,9.076989832534574,2.1272186093687195
0.375,13.432820356296533,14.916475998136825,12.934306576098288,8.952439576748217,2.1121341354276275
0.4,13.41482280945586,14.815273517259001,12.74285298653674,8.816668806132805,2.081029056006234
0.42500000000000004,13.388948620846234,14.697139716762551,12.540943723182568,8.677485754260523,2.0477431147816234
0.45,13.360955459597916,14.565672786303484,12.343288543895277,8.525011856671881,2.01932682812703
0.47500000000000003,13.329052080034728,14.429884678343047,12.126588106307102,8.379750038408469,2.0065313787010908
0.5,13.29412291363432,14.28188609830664,11.916850999573319,8.21765239240117,2.004487383011546
0.525,13.255613735889611,14.129048737185737,11.69886612565057,8.052212466330616,2.017168063851665
0.55,13.213103021739764,13.979536101306676,11.483722701648864,7.887790550288789,2.0524157221711
0.5750000000000001,13.16664302011468,13.821434810558426,11.276089841101356,7.723045092940986,2.100842875370873
0.6000000000000001,13.11643176626697,13.6733271752351,11.069511922382572,7.5564858599267835,2.1588352227201204
0.625,13.065309309503345,13.52336528263413,10.8633737804022,7.394213977155314,2.236817693056245
0.65,13.016099268452507,13.372816410305155,10.654029473329718,7.229347704338545,2.3332974236284985
0.675,12.964563885211717,13.22939379051412,10.448529498233103,7.060170912887864,2.4287863809139774
0.7000000000000001,12.89846989114885,13.090468282212868,10.252858023912856,6.899552280224338,2.54357542949962
0.7250000000000001,12.842475742498163,12.95227571537904,10.05075311669347,6.748453059064975,2.6574041833606628
0.75,12.773830119838685,12.824061503729776,9.85399244616084,6.593393198453064,2.789894374119185
0.775,12.710178303306948,12.694516578780407,9.665261234136155,6.447396294040331,2.922210834942632
0.8,12.64681300948266,12.571539497702366,9.472556541335557,6.296790697992572,3.0626511106494143
0.8250000000000001,12.584310268817356,12.454537503948517,9.289011472750405,6.153848073691133,3.2034511092631566
0.8500000000000001,12.521827208567816,12.337515004117265,9.099773148603843,6.0090327776500025,3.3417146163740643
0.875,12.449503983760856,12.22974694356593,8.913182569027919,5.865879341523656,3.488089877151078
0.9,12.386612975085816,12.122305652270775,8.736054005027055,5.727709825004193,3.6348546437932887
0.925,12.323125827170255,12.023940712647645,8.564785588949254,5.593272512269994,3.7760306685064546
0.9500000000000001,12.260495158877362,11.925683346692454,8.404766007548382,5.465447932417618,3.916280241233259
0.9750000000000001,12.19445147419267,11.827547492677413,8.253058144126669,5.339400462338101,4.05615776431785
1.0,12.127592174385272,11.739294815994352,8.092227064358871,5.218281175873439,4.187552105001245
1.0250000000000001,12.052930332427199,11.658034234208344,7.940798393403948,5.09723198285009,4.3240774972873
1.05,11.977845024081514,11.577284486526189,7.783011511310287,4.985371997877499,4.459134156370155
1.075,11.90718693782007,11.504461119341295,7.639310530476464,4.875467157191065,4.592290942053194
1.1,11.83103190285397,11.429869083406324,7.506759173146322,4.778419566518904,4.726708077190565
1.125,11.761190833385415,11.361675192660329,7.362707667492942,4.680207200188673,4.856893920063757
1.1500000000000001,11.687749302171914,11.298037545482979,7.220713447618497,4.582909420446886,4.990338765522376
1.175,11.613387130701424,11.229788400716261,7.0943150601118266,4.49562218609042,5.120546857591108
1.2000000000000002,11.539188853415126,11.173692106019944,6.986572349981991,4.404601780240257,5.254081602053329
1.225,11.460440486815635,11.118672267496175,6.875150358885989,4.3203321944431154,5.378379032264071
1.25,11.386981518455858,11.06506442837699,6.7675771967127245,4.250664048976256,5.500646161107056
1.2750000000000001,11.31016734238239,11.015960583493522,6.673131845502882,4.184013488364617,5.6187638258207615
1.3,11.230928526153367,10.969528218705781,6.575384105308998,4.126507396622655,5.729228010136949
1.3250000000000002,11.155040856790613,10.926800858164448,6.481219748763334,4.064447205566587,5.835054611124217
1.35,11.077690606809037,10.888087229524183,6.386111041975103,4.006443449156728,5.945247072380343
1.375,10.999606262949852,10.854096345933986,6.295356887049922,3.951481809023219,6.053514798721633
1.4000000000000001,10.922729432590646,10.820941854372887,6.210585504515901,3.896733494544797,6.159984579864273
1.425,10.841818039856923,10.7890894185746,6.12649048507243,3.847829242833971,6.265956581099198
1.4500000000000002,10.767795118161677,10.759491118829258,6.059445379633636,3.800776462268098,6.371892019895748
1.475,10.70040631831421,10.730812180371034,5.993216135032808,3.756710949188999,6.458813604315628
1.5,10.625588286922815,10.70407613370068,5.931944748067794,3.7174637393992866,6.544456292607164
1.5250000000000001,10.55245183805383,10.683806582981225,5.882075410742462,3.680201689089221,6.630850256182796
1.55,10.476330547489939,10.667921997870089,5.826387824688634,3.652226635705853,6.714303343854701
1.5750000000000002,10.400158289151314,10.648233439965907,5.780521065925238,3.624610406804146,6.794467873414306
1.6,10.328524056719921,10.632302500402357,5.74212049096339,3.5865689652068875,6.867651849977173
1.625,10.262351983926989,10.618674652732185,5.70838717397383,3.5641236258155646,6.939643744902041
1.6500000000000001,10.196757254819534,10.605931035399289,5.669869786391594,3.5330988089445996,7.002875815673121
1.675,10.135336084882553,10.594679914665575,5.631746787133251,3.505144948379125,7.067059838458158
1.7000000000000002,10.078564654223976,10.58284240024442,5.601282208841832,3.481422358896021,7.141078636883519
1.725,10.005397140339923,10.572904063340674,5.575645485940562,3.4532895780152932,7.207156067157218
1.75,9.933066096833736,10.562614632920278,5.550577514065605,3.4301584819872524,7.259179340082834
1.7750000000000001,9.868706343511672,10.553164072685613,5.523242669859862,3.412714579187255,7.316816933613256
1.8,9.795516534401736,10.544802518222362,5.496232140027308,3.393907824959376,7.3757221987497115
1.8250000000000002,9.728597367755798,10.534064819470887,5.471997070413277,3.371529827789004,7.432082758112749
1.85,9.655410804262456,10.52545470616587,5.459569085663134,3.351785852654424,7.485791211637334
1.875,9.582849146029956,10.514649777043132,5.4431967261306395,3.330971020662792,7.526682188163132
1.9000000000000001,9.517345150317599,10.513434075752686,5.430907680354271,3.318779809284402,7.5716997602953375
1.925,9.4562641938857,10.509496458715123,5.414632790831336,3.302774923582038,7.613311340007789
1.9500000000000002,9.389208092667179,10.50555091527412,5.405159169902631,3.287619970483653,7.650013513700636
1.975,9.327916966084267,10.50092477006529,5.395777526504239,3.27305647071677,7.682915536974276
2.0,9.27124104205482,10.495150548903053,5.390361938443184,3.2596878404705785,7.714653397290125
2.025,9.212297237291732,10.490274453629501,5.387661987254729,3.251957367652049,7.740550211021827
2.0500000000000003,9.138759400072152,10.486878999239108,5.380029086869882,3.2409752608777453,7.762143896285345
2.075,9.077896402849362,10.486977327332431,5.374131651159301,3.2262087119583707,7.780533441070798
2.1,9.016778997571931,10.48416623091383,5.374008440190373,3.212593641929919,7.7959951011978355
2.125,8.95340909672107,10.480330894752042,5.370756453511308,3.200781533280835,7.812966667513405
2.15,8.89625283989489,10.477010559986581,5.365270080580249,3.1853949680698483,7.826737524358315
2.1750000000000003,8.841816631435657,10.468295981297603,5.361951027865435,3.169938908151821,7.8379002293565705
2.2,8.788966853926942,10.466432831696318,5.3608442311900415,3.156404995019728,7.848780199676049
2.225,8.73988274048024,10.46383972564107,5.363150406288557,3.143433736730752,7.8512471361429865
2.25,8.686394784284316,10.463701679258108,5.363395044925339,3.133158473336979,7.848356997646662
2.275,8.637633879642403,10.457626187663404,5.364428151732348,3.122978000475742,7.850194844346936
2.3000000000000003,8.58916463501341,10.453163302140242,5.364899923573971,3.1163601544849557,7.8463477832457595
2.325,8.541233219250213,10.448004221537198,5.365254426868701,3.1172910650271253,7.840183717159639
2.35,8.4977730673467,10.4440040607565,5.3645290241874335,3.118185175841416,7.840797564594979
2.375,8.444498563253017,10.437643705748641,5.363631588248933,3.1120819320284494,7.825604923078001
2.4000000000000004,8.390999801298115,10.435940439071075,5.363253784179737,3.1092020412446324,7.804292611970124
2.4250000000000003,8.350726956817859,10.42808406052986,5.362378457551183,3.1092074694037235,7.782092947703012
2.45,8.312966835406533,10.41659785263758,5.364575823713282,3.1095534628777144,7.744362779450751
2.475,8.280440148916613,10.408388605344367,5.364653175449167,3.1167985710022283,7.699236690828653
2.5,8.248833429527306,10.40146431795859,5.364653297580803,3.1311203099749494,7.657507188366849
2.5250000000000004,8.208868156561886,10.390346663707657,5.3662353758001595,3.14311262565162,7.625090045030914
2.5500000000000003,8.172572663964832,10.383828688010183,5.367752145133205,3.157100068722021,7.5885416560269325
2.575,8.142103087543648,10.374566494176682,5.369308698425823,3.1664453066729346,7.549760835995102
2.6,8.113487551148578,10.36118451053261,5.373344914030181,3.1786456039332665,7.501985652234077
2.625,8.083323410597563,10.354893749288756,5.3746217082537395,3.192945416666465,7.454054552458151
2.6500000000000004,8.054165922297749,10.34056015852584,5.373565770789627,3.2092802314952,7.4067158921919125
2.6750000000000003,8.026615915037674,10.329913112748685,5.3764812319269435,3.2333244614809877,7.354687109278192
2.7,8.003525383739921,10.316692217047342,5.374428779691037,3.2425433521014404,7.310154441453978
2.725,7.982522643870108,10.29816951273572,5.372275771409786,3.2633100400335424,7.261854348157703
2.75,7.961830954719402,10.281595630194966,5.372645001751739,3.2958641144749503,7.211336843387734
2.7750000000000004,7.9359358681261485,10.267095366145758,5.370052319690516,3.31762395242756,7.1526364872288575
2.8000000000000003,7.914254139100709,10.253731927108646,5.367488378798949,3.346872965496007,7.092536007504227
2.825,7.8891756211713595,10.234741422344237,5.367464968008243,3.371818299837759,7.030195457353939
2.85,7.870550919549859,10.218711350059936,5.364220564313503,3.401349208776496,6.977662790347728
2.875,7.85492644053137,10.204556320325883,5.359513302677565,3.4306868148003566,6.917351630626228
2.9000000000000004,7.84120091418626,10.180839768808095,5.3533638264092245,3.461879752625436,6.85755110285043
2.9250000000000003,7.82668146949828,10.162990550861812,5.344637818939361,3.498022837263655,6.803600362450164
